IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
105079,SM,5,Female,Bachelor's degree or higher,White,midwest,3,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,84,14,13,16,13,14,12,16,11
105080,SM,5,Female,Bachelor's degree or higher,White,midwest,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,3,1,3,1,1,1,1,1,2,2,1,1,1,1,03.5 to 10 mo,81,11,13,14,13,13,12,16,12
105081,SM,11,Female,Bachelor's degree or higher,MultiRacial,west,2,2,2,2,2,2,2,2,2,2,1,3,2,4,2,2,2,1,2,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,3,1,2,1,2,2,2,2,1,2,2,2,11 to 31.5 mo,108,20,23,19,14,18,16,18,18
105082,SM,9,Female,Some college or associate degree,White,south,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,03.5 to 10 mo,74,14,14,12,11,14,11,12,13
105083,SM,26,Male,Bachelor's degree or higher,White,midwest,1,1,1,3,3,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,3,2,1,2,4,1,1,2,3,1,1,2,1,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,4,3,1,2,1,1,1,1,3,3,1,1,1,1,1,11 to 31.5 mo,101,16,15,17,18,19,10,22,14
105085,SM,16,Female,Bachelor's degree or higher,White,midwest,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,11 to 31.5 mo,70,15,12,12,10,12,10,14,12
105086,SM,8,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,1,1,2,2,2,1,1,4,2,1,1,1,1,2,1,1,1,4,1,3,1,2,2,3,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,2,1,2,2,3,2,1,1,1,2,03.5 to 10 mo,90,17,16,19,13,14,12,16,17
105088,SM,28,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,60,11,10,10,10,10,10,10,10
105089,SM,11,Female,Some college or associate degree,White,midwest,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,3,1,2,1,2,11 to 31.5 mo,79,15,14,16,12,14,11,12,18
105090,SM,11,Female,Bachelor's degree or higher,MultiRacial,midwest,3,2,2,2,3,2,2,2,2,2,1,2,2,4,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,3,1,1,2,2,2,2,1,2,3,3,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,11 to 31.5 mo,97,22,19,13,15,22,13,15,18
105092,SM,24,Male,Bachelor's degree or higher,MultiRacial,south,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,2,2,1,1,1,1,1,2,11 to 31.5 mo,69,21,11,12,11,13,10,12,16
105094,SM,20,Female,Bachelor's degree or higher,White,midwest,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,3,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,11 to 31.5 mo,75,15,10,16,13,13,11,12,12
105099,SM,22,Female,Bachelor's degree or higher,White,midwest,3,2,3,2,3,2,1,2,2,2,1,1,1,3,1,1,1,1,2,2,2,2,2,3,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,3,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,11 to 31.5 mo,87,22,14,19,14,16,11,13,15
105100,SM,10,Female,Bachelor's degree or higher,Black,midwest,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,03.5 to 10 mo,66,12,11,11,12,10,11,11,11
105102,SM,25,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,68,10,12,10,13,13,10,10,11
105103,SM,7,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,03.5 to 10 mo,72,10,12,12,13,15,10,10,11
105104,SM,4,Female,Bachelor's degree or higher,White,midwest,3,2,1,3,2,3,1,2,2,2,1,2,1,2,2,2,3,2,2,3,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,3,03.5 to 10 mo,91,21,20,18,14,15,12,12,18
105106,SM,23,Male,Bachelor's degree or higher,White,midwest,1,1,1,2,2,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,70,17,11,15,11,11,10,12,11
105108,SM,7,Female,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,74,10,14,11,10,12,12,15,11
105113,SM,8,Female,Some college or associate degree,White,midwest,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,03.5 to 10 mo,75,11,17,12,10,12,12,12,14
105114,SM,12,Male,Some college or associate degree,White,midwest,2,2,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,1,1,3,2,1,2,3,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,2,11 to 31.5 mo,92,18,18,18,15,16,11,14,12
105115,SM,6,Male,Bachelor's degree or higher,White,midwest,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,3,1,1,1,3,2,1,3,2,1,3,1,1,2,2,2,1,2,3,1,1,1,1,1,1,4,4,2,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,3,2,3,1,2,1,2,1,1,2,3,1,1,2,2,2,03.5 to 10 mo,98,15,15,18,14,19,14,18,17
105116,SM,25,Female,Some college or associate degree,White,midwest,2,1,1,1,1,1,1,2,3,3,2,1,2,4,1,3,3,1,2,1,1,1,3,3,1,2,1,1,2,4,1,1,3,3,1,2,1,1,1,1,2,3,1,2,3,1,1,2,2,1,3,2,1,1,1,1,1,2,3,1,3,2,1,2,2,1,2,3,3,2,4,1,2,3,2,2,1,1,2,4,11 to 31.5 mo,109,16,20,19,15,18,16,21,22
105120,SM,15,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,65,11,10,11,11,12,10,11,10
106002,SM,6,Female,Bachelor's degree or higher,Hispanic,midwest,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2,3,1,3,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,3,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,3,1,3,1,2,2,2,1,2,1,2,1,2,2,03.5 to 10 mo,107,20,20,17,16,20,16,18,17
106003,SM,28,Male,Bachelor's degree or higher,Hispanic,midwest,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,4,1,1,2,1,1,2,1,2,1,2,2,11 to 31.5 mo,94,17,19,15,17,11,15,17,15
106004,SM,18,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,2,1,2,1,1,1,1,2,1,3,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,4,1,1,2,3,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,3,1,3,1,2,2,2,2,1,1,1,1,1,2,11 to 31.5 mo,92,13,16,16,13,18,14,15,15
106006,SM,21,Female,Bachelor's degree or higher,Hispanic,midwest,1,2,1,1,2,1,1,1,2,2,3,1,2,3,1,1,2,1,1,3,1,2,1,3,2,1,1,1,2,1,3,1,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,2,1,2,11 to 31.5 mo,89,14,18,15,16,14,11,15,15
106013,SM,29,Male,Bachelor's degree or higher,White,midwest,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,67,13,12,12,11,10,10,12,12
106015,SM,8,Female,Bachelor's degree or higher,White,midwest,3,3,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,3,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,03.5 to 10 mo,81,19,13,13,13,15,12,15,16
106018,SM,30,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,1,1,2,2,1,1,2,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,11 to 31.5 mo,75,16,15,14,13,12,10,11,16
118001,SM,28,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,1,2,1,2,2,2,2,2,3,1,1,1,1,1,3,2,3,1,3,1,3,1,1,3,3,2,1,1,3,1,1,3,1,2,1,1,3,1,1,1,2,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,1,3,1,2,1,2,2,2,2,1,1,1,1,11 to 31.5 mo,100,14,17,21,16,15,13,18,15
118008,SM,12,Male,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,76,12,14,12,11,13,11,15,11
118010,SM,17,Male,Some college or associate degree,White,south,2,2,1,1,2,1,2,1,2,2,1,1,2,3,1,2,1,1,1,3,1,2,1,1,2,2,1,1,2,3,2,1,2,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,2,3,1,2,1,1,1,1,4,1,2,1,3,11 to 31.5 mo,90,16,16,16,18,11,12,17,17
118011,SM,24,Male,Bachelor's degree or higher,White,south,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,11 to 31.5 mo,79,13,15,13,12,14,12,13,13
118020,SM,15,Female,Bachelor's degree or higher,White,south,3,3,1,3,2,2,2,2,3,2,1,2,2,3,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,4,2,1,2,3,1,1,2,1,1,1,1,2,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,3,1,2,1,2,1,2,2,1,2,3,1,1,2,1,3,11 to 31.5 mo,92,23,17,16,15,15,13,16,18
118021,SM,6,Male,Some college or associate degree,Hispanic,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,60,10,10,10,10,10,10,10,10
118022,SM,29,Male,High school graduate (including GED),Hispanic,south,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,63,11,11,11,11,10,10,10,10
118023,SM,30,Female,Bachelor's degree or higher,MultiRacial,south,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,3,1,2,2,1,1,2,1,1,1,2,3,1,1,2,2,2,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,11 to 31.5 mo,98,20,17,17,15,18,14,17,20
118024,SM,7,Female,Bachelor's degree or higher,MultiRacial,south,1,3,1,2,3,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,4,2,1,2,2,1,1,3,2,1,1,2,2,2,2,3,3,1,3,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,3,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,03.5 to 10 mo,100,18,14,16,16,21,15,18,18
118025,SM,18,Male,Bachelor's degree or higher,AmericanIndAlaskanNat,south,2,2,2,2,3,2,2,1,2,2,1,1,2,3,2,1,1,2,1,1,1,3,2,3,1,2,1,1,2,3,3,2,2,2,1,1,2,1,1,1,3,4,2,1,3,1,1,1,1,1,4,2,1,1,1,1,1,1,3,1,1,3,1,2,2,1,1,1,3,2,4,4,4,3,4,3,2,2,2,1,11 to 31.5 mo,101,20,15,19,16,18,16,17,29
118028,SM,27,Female,Some college or associate degree,White,south,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,11 to 31.5 mo,79,16,13,13,12,16,10,15,14
118033,SM,5,Male,Bachelor's degree or higher,White,south,1,1,1,1,2,1,2,2,2,2,1,2,2,3,1,2,1,1,1,2,1,3,1,3,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,81,15,16,17,12,13,10,13,12
118034,SM,20,Male,Bachelor's degree or higher,White,northeast,3,3,2,2,3,2,2,1,1,1,1,2,2,3,1,1,1,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,11 to 31.5 mo,74,20,16,13,11,12,10,12,15
118035,SM,27,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,2,2,1,2,1,2,2,3,4,2,2,2,2,2,4,2,2,4,4,1,1,2,1,2,3,1,2,3,2,1,3,2,1,3,2,2,2,2,2,2,1,3,2,3,1,2,3,2,1,2,2,3,1,1,2,1,1,1,2,1,3,2,1,4,1,4,4,4,2,3,4,1,2,2,2,11 to 31.5 mo,123,16,25,22,20,20,19,17,28
118036,SM,5,Male,Bachelor's degree or higher,White,south,1,2,1,2,2,1,2,2,2,2,2,3,3,4,2,2,2,2,2,4,2,2,4,4,1,1,2,2,1,3,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,4,1,1,2,1,1,1,2,1,3,2,1,4,1,3,3,4,2,3,4,1,2,2,2,03.5 to 10 mo,125,17,26,22,18,21,21,17,26
118037,SM,26,Female,Bachelor's degree or higher,White,midwest,1,2,1,2,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,11 to 31.5 mo,92,16,20,19,13,13,14,13,16
118038,SM,26,Female,Bachelor's degree or higher,White,south,2,3,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,3,2,2,2,1,1,1,1,2,11 to 31.5 mo,76,19,11,13,13,15,12,12,17
118039,SM,8,Female,Bachelor's degree or higher,White,south,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,3,1,1,1,4,1,2,1,3,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,4,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,2,2,1,1,1,2,03.5 to 10 mo,89,14,17,16,14,18,10,14,13
118040,SM,21,Female,Bachelor's degree or higher,White,south,1,2,2,1,1,1,2,2,2,2,2,2,1,3,1,2,2,1,1,3,1,2,3,4,1,2,1,1,2,3,1,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,3,2,2,2,1,1,1,2,11 to 31.5 mo,88,16,18,20,12,15,11,12,18
118041,SM,7,Male,Bachelor's degree or higher,White,west,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,3,1,2,1,2,2,2,2,1,2,2,2,03.5 to 10 mo,75,18,12,13,12,12,10,16,18
118042,SM,19,Female,Bachelor's degree or higher,White,south,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,3,2,2,1,1,2,1,1,1,2,11 to 31.5 mo,76,14,13,15,12,11,11,14,16
118043,SM,26,Male,Bachelor's degree or higher,White,northeast,2,2,1,1,1,1,3,1,1,1,1,3,1,1,3,1,2,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,4,4,3,1,2,2,1,1,1,4,11 to 31.5 mo,85,14,19,12,11,16,12,15,23
118044,SM,25,Male,High school graduate (including GED),White,northeast,1,3,1,4,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,3,2,1,1,2,1,1,11 to 31.5 mo,84,21,11,13,14,15,16,15,14
118045,SM,13,Female,Bachelor's degree or higher,White,northeast,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,11 to 31.5 mo,84,19,15,13,12,12,13,19,20
118046,SM,16,Female,Bachelor's degree or higher,White,south,2,2,1,3,3,2,2,3,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,1,2,2,1,1,1,2,2,1,2,3,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,11 to 31.5 mo,88,20,14,19,14,17,11,13,15
118047,SM,17,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,2,2,1,1,2,4,2,2,1,2,1,2,2,2,2,4,1,1,1,1,3,2,2,1,2,4,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,3,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,11 to 31.5 mo,103,16,18,19,17,16,17,16,18
118049,SM,17,Male,Bachelor's degree or higher,White,south,1,1,1,1,2,1,1,2,2,2,1,2,2,3,2,3,1,1,1,3,2,2,3,3,1,3,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,3,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,1,2,2,1,1,1,1,11 to 31.5 mo,95,14,19,22,12,17,12,13,17
118050,SM,5,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,1,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,1,2,1,2,1,2,03.5 to 10 mo,88,15,15,18,13,16,11,15,15
118052,SM,25,Female,Some college or associate degree,White,south,2,2,1,2,2,1,1,1,2,2,1,1,2,3,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,78,16,16,14,13,10,11,14,12
118053,SM,7,Female,Some college or associate degree,White,south,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,75,15,13,13,13,11,11,14,12
118054,SM,24,Male,Bachelor's degree or higher,White,south,2,2,1,2,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,4,2,2,1,2,3,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,3,1,2,2,2,2,1,2,1,2,11 to 31.5 mo,89,16,13,20,15,15,11,15,18
